strategy,solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,detected_priority,complexity_level,risk_level,gt_weight_surplus_usd,gt_weight_surplus_percentage,gt_weight_gas_cost,gt_weight_protocol_fees,gt_weight_total_hops,gt_weight_protocols_count,gt_weight_estimated_execution_time,gt_weight_solver_reputation_score,gt_weight_solver_success_rate
Gas-Optimized,21661,205687,3272983,immediate,72,2.250196843272932,2,True,False,True,minimize_gas,27.95,61.96,14.19,-4.1,True,1,1,stable,native,914.25,907.68,internal,0.886,1.73,44,True,0.915,api,3,1.2,0.1309,0.81,limit_order,cost,moderate,medium,0.1063,0.0811,0.346,0.0958,0.1336,0.0667,0.033,0.074,0.0635
Gas-Optimized,29080,173834,715707,good_til_cancel,55,2.3532942474068625,2,True,False,False,minimize_gas,28.89,57.43,13.42,0.27,False,1,1,volatile,stable,449.24,440.84,internal,0.84,1.39,57,True,0.768,mobile,3,0.53,0.1173,0.9,swap,cost,moderate,medium,0.1326,0.1177,0.3048,0.0899,0.1033,0.0723,0.0435,0.0673,0.0686
Surplus-First,20407,280075,910366,good_til_cancel,98,2.6593437227611685,4,False,False,False,maximize_output,71.15,14.49,6.18,8.18,False,1,1,stable,volatile,16216.06,16011.58,internal,0.93,2.41,69,True,0.849,mobile,5,9.17,0.0565,0.34,swap,output,moderate,high,0.3195,0.208,0.09,0.0521,0.0385,0.0249,0.0676,0.1103,0.0891
Reputation-Trust,11042,78622,1520907,good_til_cancel,51,2.39616135411004,2,True,True,True,maximize_output,24.72,19.43,8.32,47.53,True,1,1,native,native,5041.11,5004.78,dexscreener,0.954,1.28,55,True,0.801,mobile,4,4.91,0.0974,0.57,limit_order,output,moderate,high,0.1498,0.1214,0.1104,0.068,0.061,0.0348,0.1003,0.2035,0.1508
Surplus-First,20368,89781,3126731,immediate,66,2.760345849105291,3,False,True,False,maximize_output,77.93,14.34,9.99,-2.26,True,1,1,volatile,"stable,volatile",1202.25,1211.69,coingecko,0.928,1.82,43,True,0.943,web,2,3.05,0.2534,0.31,swap,output,moderate,medium,0.3047,0.2245,0.0838,0.0583,0.0354,0.0302,0.0633,0.0939,0.1059
Reputation-Trust,8272,82039,1416586,immediate,45,2.274094714678863,4,True,False,True,balanced,20.75,18.49,16.5,44.26,True,3,2,"stable,volatile,native",stable,3625.89,3615.99,internal,0.937,2.45,50,False,0.824,api,2,2.49,0.0686,0.44,complex_defi,output,complex,high,0.1465,0.1442,0.1312,0.0445,0.0407,0.0279,0.1173,0.2001,0.1476
Gas-Optimized,42327,174660,5960844,good_til_cancel,71,2.4471331157558964,2,False,True,False,minimize_gas,28.73,60.27,5.75,5.25,False,1,1,stable,volatile,524.68,520.4,dexscreener,0.924,1.68,58,False,0.79,api,1,0.7,0.1337,0.72,swap,cost,moderate,medium,0.1463,0.1199,0.2733,0.1329,0.088,0.0443,0.0357,0.0753,0.0843
Gas-Optimized,26772,366452,5049358,good_til_cancel,74,2.0858981198544075,3,True,False,True,minimize_gas,24.55,60.4,12.86,2.2,False,1,1,stable,stable,104.46,104.42,internal,0.86,0.69,57,True,0.812,mobile,2,0.12,0.1158,0.45,limit_order,cost,moderate,medium,0.1364,0.0854,0.2937,0.1066,0.0972,0.0816,0.0527,0.0629,0.0835
Surplus-First,25512,114868,1005059,good_til_cancel,100,2.6159155182133884,3,True,True,True,maximize_output,71.51,13.53,11.05,3.91,True,2,1,native,stable,19455.85,19764.0,coingecko,0.868,2.71,57,False,0.782,web,1,36.97,0.19,0.49,complex_defi,output,complex,high,0.3108,0.2284,0.0892,0.0445,0.0217,0.037,0.0589,0.0889,0.1206
Surplus-First,28139,225827,1211600,good_til_cancel,63,2.812083794602694,4,False,True,True,maximize_output,74.03,13.61,12.12,0.24,False,1,2,"native,stable","stable,volatile",15296.2,15346.87,internal,0.942,2.51,64,False,0.919,telegram,0,27.64,0.1807,0.31,complex_defi,output,moderate,high,0.2539,0.2562,0.0576,0.0648,0.0238,0.0274,0.06,0.1331,0.1232
Reputation-Trust,10418,98479,1662970,immediate,69,2.7013464835929497,4,False,False,True,maximize_output,20.17,19.67,25.0,35.16,True,3,1,"native,stable","stable,volatile",952.67,936.41,dexscreener,0.902,2.22,29,True,0.845,mobile,2,1.84,0.1935,0.37,complex_defi,speed,moderate,medium,0.1558,0.1386,0.1353,0.0435,0.0346,0.0654,0.078,0.2196,0.1292
Surplus-First,11720,128075,3592293,good_til_cancel,57,2.5240016950188013,4,True,False,False,maximize_output,76.32,10.38,5.05,8.25,False,2,1,volatile,"stable,volatile",40707.96,40089.04,dexscreener,0.962,2.63,56,False,0.867,mobile,4,68.99,0.1695,0.55,complex_defi,output,moderate,high,0.2672,0.2585,0.058,0.0409,0.0273,0.0213,0.0738,0.1336,0.1194
Gas-Optimized,21568,92277,1546434,good_til_cancel,48,2.441640424705205,2,False,True,False,minimize_gas,29.69,67.26,10.2,-7.15,False,1,1,stable,native,183.59,184.09,dexscreener,0.831,1.99,33,False,0.894,api,0,0.26,0.1431,0.71,swap,cost,moderate,medium,0.1524,0.1119,0.3142,0.1219,0.1149,0.0473,0.0352,0.044,0.0582
Gas-Optimized,30326,349914,5181126,immediate,64,2.0606321066259863,2,True,True,False,minimize_gas,29.69,66.5,8.18,-4.37,False,1,1,native,volatile,450.8,438.17,coingecko,0.93,0.98,29,False,0.8,web,0,0.34,0.0761,0.57,swap,cost,moderate,medium,0.0872,0.0935,0.3084,0.1395,0.0904,0.0643,0.064,0.0798,0.0729
Gas-Optimized,30553,169179,6844553,immediate,56,2.4327750762302496,3,False,True,True,minimize_gas,23.81,59.31,12.35,4.52,False,1,1,stable,native,566.79,568.87,coingecko,0.828,0.52,33,True,0.821,web,0,0.14,0.0246,0.58,limit_order,cost,moderate,medium,0.1397,0.0855,0.3324,0.1023,0.0795,0.076,0.0515,0.0812,0.0519
Surplus-First,18665,200659,818368,immediate,73,2.836414190936877,4,False,False,True,maximize_output,71.15,5.9,8.95,14.0,True,2,1,"native,stable",native,42364.35,43068.03,coingecko,0.934,2.45,59,False,0.862,web,1,25.98,0.0613,0.32,complex_defi,output,moderate,high,0.2577,0.2202,0.0758,0.0487,0.0307,0.0478,0.0836,0.1161,0.1194
Surplus-First,18488,62489,3180053,good_til_cancel,92,2.5631841798971227,4,False,True,False,maximize_output,77.64,9.03,10.92,2.41,True,2,2,volatile,"stable,volatile",27807.75,28348.61,dexscreener,0.915,1.91,57,True,0.776,web,2,42.16,0.1516,0.46,complex_defi,output,complex,high,0.2596,0.2084,0.0867,0.0774,0.025,0.0218,0.0874,0.119,0.1147
Surplus-First,23345,237893,1009638,good_til_cancel,89,2.9805616674024265,3,True,True,False,maximize_output,63.65,12.68,6.54,17.12,False,1,2,volatile,"stable,volatile",14624.91,14854.82,dexscreener,0.899,2.74,37,True,0.751,mobile,3,25.91,0.1772,0.55,complex_defi,output,complex,high,0.33,0.2171,0.0631,0.0552,0.021,0.02,0.0781,0.1377,0.0778
Surplus-First,16482,171447,781406,good_til_cancel,91,2.574494700537665,4,True,True,True,maximize_output,65.29,12.91,10.9,10.9,True,2,2,"stable,volatile",stable,12054.48,12039.39,dexscreener,0.941,2.91,62,False,0.809,web,3,28.16,0.2336,0.6,complex_defi,output,complex,high,0.2436,0.215,0.0808,0.0705,0.0363,0.0199,0.0851,0.1327,0.1161
Gas-Optimized,19670,187327,1606216,good_til_cancel,56,2.158106676750402,3,True,True,False,minimize_gas,16.13,59.45,8.9,15.52,True,1,1,volatile,stable,756.08,749.95,coingecko,0.871,0.51,36,False,0.792,web,1,0.96,0.1273,0.86,swap,cost,moderate,medium,0.1128,0.1234,0.3565,0.1048,0.0823,0.0753,0.0281,0.0613,0.0555
Reputation-Trust,8749,136886,1496404,immediate,66,2.554727226712448,3,True,True,False,maximize_output,33.99,28.96,-11.65,48.7,True,1,1,stable,"stable,volatile",5368.93,5439.93,dexscreener,0.929,2.24,65,True,0.908,mobile,4,3.02,0.0562,0.45,swap,output,moderate,high,0.1287,0.1257,0.0954,0.081,0.065,0.0617,0.0772,0.2195,0.1458
Gas-Optimized,37537,145798,2494271,immediate,49,2.417174639902796,2,False,True,False,minimize_gas,23.66,57.86,12.5,5.99,True,1,1,stable,volatile,674.05,679.44,coingecko,0.913,0.95,33,True,0.912,mobile,0,0.15,0.0221,0.58,swap,cost,moderate,medium,0.1053,0.1247,0.3327,0.0952,0.1009,0.0506,0.0698,0.0751,0.0457
Reputation-Trust,18697,166376,1084058,immediate,48,2.296187606594419,4,True,True,True,balanced,34.42,20.89,1.17,43.51,True,1,1,"native,stable",stable,7162.74,7110.11,internal,0.883,2.42,34,True,0.901,api,5,7.83,0.1093,0.83,limit_order,output,complex,high,0.1654,0.1006,0.0963,0.0992,0.0595,0.0496,0.0833,0.1744,0.1717
Gas-Optimized,23779,181425,1366469,immediate,57,2.1172279168713355,2,False,True,False,minimize_gas,28.28,56.74,9.82,5.15,True,1,1,native,volatile,525.82,519.03,internal,0.873,1.47,46,True,0.8,api,2,0.29,0.0559,0.67,swap,cost,moderate,medium,0.1142,0.0921,0.3069,0.1179,0.1088,0.0804,0.064,0.0544,0.0613
Reputation-Trust,18314,60374,390251,fill_or_kill,55,2.288985089064066,2,True,True,False,balanced,21.27,29.36,2.46,46.91,True,1,2,native,stable,2463.1,2436.14,coingecko,0.922,2.45,25,True,0.901,mobile,2,4.58,0.1861,0.75,complex_defi,cost,moderate,medium,0.1238,0.1139,0.1281,0.0915,0.0522,0.0408,0.082,0.2107,0.157
Reputation-Trust,8355,156965,362861,good_til_cancel,53,2.3289777214353373,3,True,False,False,maximize_output,27.78,29.94,-2.1,44.39,True,3,1,native,stable,5744.66,5819.94,coingecko,0.947,2.15,36,False,0.805,telegram,1,8.82,0.1535,0.78,complex_defi,cost,moderate,high,0.1222,0.1043,0.1066,0.0648,0.0507,0.0586,0.0913,0.2124,0.1891
Surplus-First,17387,144007,1779379,immediate,82,2.840113369460885,4,True,True,False,maximize_output,71.6,14.59,7.1,6.71,False,2,2,"native,stable",stable,46987.82,46931.75,internal,0.938,2.3,48,False,0.855,web,1,128.27,0.273,0.53,complex_defi,output,complex,high,0.2384,0.2677,0.0595,0.0719,0.0215,0.0261,0.0784,0.106,0.1305
Surplus-First,12388,175744,3501730,immediate,88,2.8156470277930774,3,True,False,True,maximize_output,61.29,11.12,6.14,21.45,False,2,1,"native,stable",volatile,21292.78,21033.62,dexscreener,0.907,1.93,42,True,0.809,mobile,0,41.63,0.1955,0.61,swap,output,moderate,high,0.2599,0.2701,0.091,0.0461,0.031,0.035,0.0515,0.0894,0.126
Gas-Optimized,24967,350942,3118018,good_til_cancel,80,2.0808077020235656,3,True,False,True,minimize_gas,29.58,66.33,12.03,-7.95,True,1,1,stable,stable,914.14,903.18,dexscreener,0.882,1.22,41,False,0.761,web,3,1.01,0.1107,0.99,limit_order,cost,moderate,medium,0.1007,0.1134,0.3105,0.1125,0.0881,0.0759,0.051,0.0667,0.0812
Gas-Optimized,15998,324694,687954,immediate,68,2.431846371443372,2,True,False,True,minimize_gas,17.09,58.4,10.42,14.09,True,1,1,stable,native,147.42,147.72,coingecko,0.855,1.05,24,False,0.912,web,0,0.11,0.0774,0.81,limit_order,cost,moderate,medium,0.146,0.0836,0.3386,0.1041,0.1061,0.0652,0.0503,0.0514,0.0547
Gas-Optimized,41911,391914,4685073,good_til_cancel,57,2.1683176792786742,2,True,True,True,minimize_gas,23.95,62.15,13.68,0.23,False,1,1,native,volatile,112.9,110.74,coingecko,0.845,1.87,49,True,0.81,api,3,0.07,0.0589,0.71,limit_order,cost,moderate,medium,0.1558,0.1047,0.305,0.1317,0.0833,0.0545,0.027,0.0583,0.0797
Surplus-First,27067,267560,2040189,immediate,98,2.511846666146107,4,False,True,True,maximize_output,65.56,11.44,12.6,10.4,True,1,1,"native,stable","stable,volatile",16770.15,16784.55,coingecko,0.908,1.51,61,True,0.938,web,5,49.98,0.298,0.77,limit_order,output,moderate,high,0.2724,0.2255,0.0803,0.0724,0.0271,0.0365,0.074,0.1169,0.0949
Surplus-First,22874,86556,1222278,immediate,81,2.60285268787678,3,False,False,False,maximize_output,77.65,12.0,9.05,1.31,True,1,1,"native,stable","stable,volatile",14135.24,14270.43,internal,0.881,1.97,34,True,0.747,telegram,1,41.07,0.2906,0.63,swap,output,simple,high,0.2918,0.2013,0.0983,0.0738,0.025,0.0426,0.0503,0.1042,0.1127
Gas-Optimized,43239,176128,958661,immediate,72,2.4591493415076715,2,True,True,True,minimize_gas,22.0,57.17,12.54,8.29,True,1,1,volatile,native,366.16,356.38,internal,0.932,1.99,54,True,0.838,web,2,0.52,0.1415,0.8,limit_order,cost,moderate,medium,0.1029,0.0873,0.3377,0.1154,0.0803,0.0788,0.0636,0.0705,0.0635
Gas-Optimized,42157,369365,6140815,good_til_cancel,68,2.2124431586717628,3,True,False,False,minimize_gas,19.95,61.71,9.53,8.81,True,1,1,volatile,stable,963.8,942.45,internal,0.856,1.3,25,True,0.885,mobile,0,0.48,0.0499,0.82,swap,cost,moderate,medium,0.149,0.0744,0.2944,0.1462,0.1021,0.0735,0.0311,0.0642,0.0651
Gas-Optimized,16170,239863,2741451,good_til_cancel,43,2.1409227626824223,3,False,True,False,minimize_gas,24.58,60.19,12.28,2.94,False,1,1,native,volatile,547.73,538.74,dexscreener,0.832,1.0,53,True,0.797,mobile,3,0.33,0.0603,0.59,swap,cost,moderate,medium,0.1295,0.0866,0.3345,0.0932,0.1334,0.07,0.0424,0.0592,0.0512
Gas-Optimized,17072,254537,6727857,immediate,70,2.0225164642987106,3,True,True,True,minimize_gas,22.1,66.56,8.65,2.68,True,1,1,native,stable,267.78,264.33,dexscreener,0.84,0.62,41,False,0.823,web,0,0.25,0.0949,0.63,limit_order,cost,moderate,medium,0.1507,0.1023,0.291,0.1178,0.115,0.0447,0.0592,0.0764,0.0429
Reputation-Trust,16718,115195,1279189,fill_or_kill,62,2.48458080642152,2,True,False,True,maximize_output,28.82,25.35,3.77,42.07,True,1,1,volatile,native,6249.23,6277.48,dexscreener,0.943,1.25,41,True,0.943,api,5,7.22,0.1155,0.68,limit_order,output,moderate,high,0.1181,0.1292,0.1238,0.0901,0.0448,0.0385,0.0778,0.1962,0.1815
Reputation-Trust,17685,121898,625724,fill_or_kill,74,2.316728390721348,3,True,False,False,balanced,34.79,22.18,-2.0,45.02,True,1,2,volatile,volatile,9429.29,9402.41,coingecko,0.946,2.33,47,False,0.929,mobile,6,8.2,0.0869,0.57,complex_defi,output,moderate,high,0.1576,0.1149,0.1061,0.0798,0.0445,0.0458,0.0751,0.1892,0.187
Reputation-Trust,14280,128761,1472900,good_til_cancel,50,2.649609361192169,4,True,True,True,balanced,20.41,17.99,11.0,50.6,True,2,2,"stable,volatile,native","stable,volatile",9037.82,8993.96,dexscreener,0.974,1.64,36,True,0.891,api,2,10.97,0.1213,0.4,complex_defi,output,complex,high,0.1196,0.1423,0.128,0.075,0.0599,0.0516,0.0693,0.2066,0.1477
Reputation-Trust,13716,84150,565649,immediate,60,2.2802405938800434,2,False,False,True,maximize_output,31.44,19.36,-5.43,54.63,True,1,2,native,stable,7219.44,7185.43,dexscreener,0.896,1.92,52,True,0.901,mobile,1,4.09,0.0567,0.72,complex_defi,output,simple,high,0.1346,0.1166,0.1426,0.0473,0.0721,0.0684,0.0758,0.1764,0.1662
Reputation-Trust,14418,93609,910894,immediate,66,2.547859309244331,4,True,False,False,maximize_output,31.31,15.01,15.89,37.79,True,2,2,stable,volatile,7076.64,7013.94,dexscreener,0.969,2.37,30,False,0.923,web,2,6.3,0.089,0.46,complex_defi,output,complex,high,0.1125,0.143,0.1159,0.0662,0.0393,0.0523,0.1164,0.1493,0.2051
Reputation-Trust,10736,164160,1524779,fill_or_kill,59,2.345424781426105,4,True,True,True,balanced,27.46,17.45,19.93,35.16,True,3,1,volatile,stable,7235.28,7182.0,internal,0.955,1.09,37,False,0.804,api,4,8.74,0.1208,0.39,complex_defi,output,complex,high,0.1488,0.0905,0.0898,0.0625,0.0492,0.0291,0.1116,0.2139,0.2046
Surplus-First,25909,250889,1218335,immediate,90,2.9092622922570577,4,False,False,True,maximize_output,68.5,7.61,5.55,18.34,True,1,1,"native,stable",native,40547.01,39945.64,internal,0.853,2.58,54,True,0.895,api,2,98.01,0.2417,0.58,limit_order,output,moderate,high,0.2973,0.2373,0.0642,0.0376,0.0233,0.034,0.0876,0.0905,0.1282
Gas-Optimized,34822,177380,6160651,immediate,40,2.1633335089864305,2,False,True,True,minimize_gas,19.35,50.56,5.1,24.99,False,1,1,stable,native,605.07,587.86,internal,0.843,1.4,23,True,0.893,mobile,2,0.54,0.0895,0.55,limit_order,cost,moderate,medium,0.127,0.1201,0.2691,0.1527,0.1077,0.0534,0.0568,0.0467,0.0665
Surplus-First,12979,286584,513722,immediate,76,2.762485590973668,3,True,False,False,maximize_output,78.58,9.26,11.16,0.99,False,1,2,stable,native,49524.74,48752.26,dexscreener,0.886,2.03,56,True,0.78,web,1,29.82,0.0602,0.33,complex_defi,output,moderate,high,0.3097,0.2112,0.0703,0.072,0.022,0.0244,0.093,0.1007,0.0967
Gas-Optimized,31259,178194,2437308,immediate,62,2.2142003207687466,3,False,False,False,minimize_gas,26.57,56.15,5.78,11.5,False,1,1,volatile,stable,258.23,252.2,internal,0.916,1.05,34,False,0.893,mobile,3,0.24,0.0927,0.42,swap,cost,simple,medium,0.1366,0.0812,0.3098,0.1399,0.0869,0.0728,0.0696,0.0442,0.059
Surplus-First,11834,117385,1945387,good_til_cancel,97,2.987993696925395,3,False,False,False,maximize_output,79.56,6.25,7.12,7.07,False,2,1,stable,native,26314.3,26468.66,coingecko,0.885,1.66,53,False,0.707,api,1,48.78,0.1854,0.33,swap,output,moderate,high,0.3007,0.2132,0.0716,0.0572,0.0194,0.0259,0.0913,0.1104,0.1103
Reputation-Trust,16183,104838,614590,immediate,67,2.3069894848328816,2,False,True,False,maximize_output,23.97,25.07,-2.58,53.55,True,2,2,"stable,volatile,native","stable,volatile",5246.01,5146.42,dexscreener,0.965,2.34,40,False,0.95,mobile,2,5.34,0.1017,0.37,complex_defi,cost,moderate,high,0.1319,0.1301,0.1272,0.0555,0.0374,0.0665,0.0718,0.2292,0.1504
Surplus-First,16362,225680,1804036,immediate,62,2.667945668575212,3,True,False,True,maximize_output,69.1,8.87,6.36,15.66,True,2,2,"stable,volatile",volatile,46430.41,46913.92,coingecko,0.965,2.41,80,True,0.845,mobile,0,71.0,0.1529,0.56,complex_defi,output,moderate,high,0.3234,0.2133,0.0709,0.0511,0.0197,0.0316,0.0901,0.0937,0.1062
Reputation-Trust,14560,108442,1599781,good_til_cancel,54,2.32353893774492,4,True,True,False,maximize_output,21.55,20.29,19.79,38.38,True,3,2,stable,volatile,4803.09,4800.55,coingecko,0.912,2.12,51,False,0.87,mobile,2,2.05,0.0427,0.38,complex_defi,output,complex,high,0.1455,0.0936,0.1023,0.1001,0.0371,0.0341,0.1246,0.2071,0.1556
Gas-Optimized,16737,303244,2344130,good_til_cancel,66,2.301051258504486,3,True,True,True,minimize_gas,25.71,50.84,11.25,12.2,True,1,1,stable,stable,406.56,398.72,coingecko,0.939,1.8,36,True,0.901,web,2,0.41,0.1013,0.56,limit_order,cost,moderate,medium,0.137,0.0751,0.321,0.1137,0.118,0.0616,0.0398,0.0717,0.0621
Reputation-Trust,16653,154993,561571,immediate,51,2.418662264016435,2,True,False,False,maximize_output,23.18,17.57,6.78,52.47,True,2,1,"stable,volatile,native",native,1935.12,1910.19,coingecko,0.973,1.13,31,False,0.854,mobile,3,3.84,0.1986,0.52,complex_defi,output,moderate,medium,0.11,0.136,0.1241,0.0719,0.0428,0.06,0.1103,0.1796,0.1653
Surplus-First,27907,61314,964328,immediate,57,2.596422629826184,3,True,True,True,maximize_output,79.87,9.84,11.14,-0.85,False,1,1,stable,native,48807.84,48102.2,coingecko,0.945,2.91,47,False,0.82,web,2,110.8,0.227,0.63,limit_order,output,moderate,high,0.2624,0.2483,0.0635,0.0683,0.0421,0.0243,0.0529,0.1231,0.1151
Gas-Optimized,39422,206080,3178587,immediate,44,2.395853560033023,3,False,False,True,minimize_gas,28.52,55.23,14.23,2.02,True,1,1,volatile,native,363.89,356.98,internal,0.843,1.36,37,False,0.795,mobile,1,0.18,0.0492,0.76,limit_order,cost,simple,medium,0.1187,0.0754,0.3154,0.1338,0.0807,0.0667,0.06,0.0696,0.0797
Reputation-Trust,14818,149269,400945,immediate,56,2.260078061836993,3,False,False,True,balanced,33.13,29.67,-10.56,47.76,True,2,2,volatile,"stable,volatile",2561.44,2578.14,dexscreener,0.932,1.78,55,True,0.843,mobile,5,4.66,0.182,0.48,complex_defi,output,moderate,medium,0.0994,0.098,0.1432,0.0845,0.0549,0.0501,0.0703,0.2258,0.1738
Reputation-Trust,13064,103343,643022,immediate,58,2.3545023651017614,4,False,True,False,maximize_output,34.58,16.74,11.42,37.26,True,2,1,native,native,4463.06,4483.53,dexscreener,0.947,2.17,28,False,0.912,api,4,5.37,0.1202,0.81,swap,output,moderate,high,0.131,0.126,0.1057,0.0594,0.0672,0.0425,0.1052,0.1995,0.1635
Reputation-Trust,12447,153347,1762500,good_til_cancel,49,2.5071907905602333,3,False,True,False,balanced,34.43,21.19,-1.98,46.36,True,3,2,volatile,volatile,4489.29,4452.43,coingecko,0.958,1.95,28,True,0.827,api,1,2.34,0.052,0.8,complex_defi,output,complex,medium,0.1264,0.1145,0.1407,0.072,0.0652,0.0685,0.082,0.1658,0.1649
Reputation-Trust,8893,90682,1402917,good_til_cancel,46,2.462069360465343,3,True,True,False,balanced,33.37,21.8,-7.75,52.58,True,3,1,volatile,volatile,4641.03,4668.49,coingecko,0.931,1.31,54,True,0.826,api,5,3.48,0.075,0.84,complex_defi,output,complex,medium,0.1239,0.1291,0.1109,0.0845,0.0517,0.0585,0.076,0.1809,0.1845
Gas-Optimized,39263,231415,4679020,good_til_cancel,46,2.123096476664328,3,False,True,False,minimize_gas,29.32,62.33,5.91,2.45,True,1,1,stable,stable,242.98,238.41,coingecko,0.836,0.96,57,False,0.826,mobile,0,0.32,0.1301,0.65,swap,cost,moderate,medium,0.115,0.0768,0.3298,0.1426,0.1124,0.0434,0.0579,0.0511,0.071
Surplus-First,11557,137940,2705520,immediate,64,2.8122861450273096,3,True,False,False,maximize_output,76.81,10.36,7.87,4.96,True,2,2,volatile,native,39463.91,39930.61,internal,0.957,2.26,49,False,0.866,api,1,60.61,0.1536,0.43,complex_defi,output,moderate,high,0.2753,0.244,0.0707,0.0676,0.0355,0.0324,0.0542,0.105,0.1153
Reputation-Trust,9515,113360,1650723,immediate,74,2.775375333017525,3,False,True,True,maximize_output,25.82,21.8,4.2,48.18,True,3,2,"stable,volatile",stable,8684.42,8641.56,coingecko,0.916,1.96,55,True,0.932,telegram,5,4.46,0.0513,0.79,complex_defi,output,complex,high,0.1175,0.1004,0.0923,0.0895,0.0575,0.0549,0.1317,0.1966,0.1596
Reputation-Trust,12550,53781,1037821,good_til_cancel,57,2.414241005745408,4,True,True,False,maximize_output,30.76,23.56,10.02,35.65,True,2,1,"native,stable",native,770.25,772.5,coingecko,0.917,1.51,36,True,0.938,api,4,0.79,0.1031,0.37,swap,output,complex,medium,0.171,0.0931,0.1242,0.0994,0.0568,0.0307,0.0762,0.1851,0.1635
Reputation-Trust,18482,88358,736201,immediate,54,2.6647170836099923,2,True,False,False,maximize_output,25.9,24.12,7.18,42.8,True,1,1,volatile,stable,8321.24,8354.62,coingecko,0.883,1.35,53,True,0.801,web,2,7.17,0.0861,0.51,swap,output,moderate,high,0.1526,0.1174,0.09,0.0638,0.0648,0.0365,0.0972,0.2015,0.1762
Surplus-First,24037,157811,1041952,good_til_cancel,84,2.717938081851465,4,False,False,True,maximize_output,75.3,6.13,6.76,11.81,True,1,1,stable,"stable,volatile",26396.91,25978.44,internal,0.948,2.89,36,False,0.826,web,5,32.33,0.1225,0.51,limit_order,output,moderate,high,0.2629,0.237,0.0667,0.0384,0.0329,0.0229,0.095,0.139,0.1052
Surplus-First,23642,167022,925864,immediate,74,2.5919394893736247,4,True,True,False,maximize_output,72.87,8.81,10.24,8.08,True,2,1,"native,stable","stable,volatile",17548.53,17876.89,internal,0.919,2.08,46,True,0.783,web,3,45.94,0.2618,0.35,swap,output,complex,high,0.2622,0.2443,0.0825,0.0329,0.0228,0.0454,0.0816,0.1305,0.0978
Surplus-First,12525,63270,2687327,immediate,59,2.8827088519276103,4,True,False,False,maximize_output,60.6,8.65,5.79,24.95,False,2,2,stable,native,43588.61,42910.84,coingecko,0.965,1.55,78,True,0.826,web,3,112.53,0.2582,0.64,complex_defi,output,complex,high,0.2943,0.2227,0.0797,0.0662,0.0306,0.036,0.0621,0.0793,0.1291
